description,poster,rating,title,votes
A group of scientists predict what Earth and Life will look like in the future,"https://m.media-amazon.com/images/M/MV5BMTQwODA3Nzg4OF5BMl5BanBnXkFtZTcwODA4NDQyMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.6,The Future Is Wild,771
"When a spaceship crashes to Earth and reveals a group of quirky little space aliens on the run for their lives, the ""GadgetGang"" kids--Gus, Phoebe, Francesco, Mitsue, Mary Ann, Banana, and Tank--soon discover this won't be the boring weekend they had dreaded. They learn that in a point far from the galaxy, an evil warlord named Gana Golber has seized control of the Co...","https://m.media-amazon.com/images/M/MV5BOWY5OTY1MjItNTVhMi00NjZmLWI2MWUtZjI5ODg1OGYxZWQyXkEyXkFqcGdeQXVyOTU4MDAyMDg@._V1_QL75_UY281_CR2,0,190,281_.jpg",5.1,BugiGangue no Espaço,159
"Kazuma and Ayumu, two brothers, move to a rural mountain village from the city to allow for Ayumu to recover from an illness. Until their parents catch up to them they will be living at a family inn there. In this new place they will go to school and meet new people, with one of the first encounters turning out differently than expected.","https://m.media-amazon.com/images/M/MV5BY2ZkZjIxMjMtY2UxMC00YzRiLTlkNmMtMTYwNTdiMGFhYjVhXkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UX190_CR0,2,190,281_.jpg",6.3,Hoshizora e kakaru hashi,160
"2019, Divergence Ratio 1.048596. The near future, where a device popularly called the PokeCom, packaged with PhoneDroid OS, spreads, bringing the Augmented Reality world close to existence. Central Tanegashima High School's Robot Research Club is in danger of losing its club status. Kaito Yashio, one of only two members, is only obsessed with robot fighting games, sho...","https://m.media-amazon.com/images/M/MV5BNGUzZjJhMTgtMzkzMi00MWRkLTg5OGMtNmQwOWMyOGJmNmU2XkEyXkFqcGdeQXVyMjgzNDQyMjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.9,Robotics;Notes,367
"Once upon a time there was a Parisian dog, naive and passionate, called Chien Pourri (rotten dog). With Chaplapla, his faithful gutter companion, Chien Pourri walks the streets of Paris, truffles blowing in the wind. No matter what disasters it causes, it always gets back on its feet! So much so that other dogs are starting to find it suspicious ... A program of five ...","https://m.media-amazon.com/images/M/MV5BMmQxNDI2MGMtODVlMi00NzExLTllZTYtODRlZjFkNGJiYjE1XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UY281_CR8,0,190,281_.jpg",7.1,"Chien Pourri, la vie à Paris!",19
Villagers tells you whats happening in the Minecraft world!,"https://m.media-amazon.com/images/M/MV5BNjEyNjIyNTc2OV5BMl5BanBnXkFtZTgwNjA0MDgxMDI@._V1_QL75_UY281_CR93,0,190,281_.jpg",8.1,Minecraft Villagers,42
"Dave, a NASA astronaut, and his co-pilot, a genetically-engineered intelligent melon, yes a melon, are preparing for the launch of the first-ever expedition to Mars.","https://m.media-amazon.com/images/M/MV5BYTA1NDk4MmQtOThkNi00Y2U4LWI2NWUtZDc0YmNhYzY3NGNiXkEyXkFqcGdeQXVyNzM4NzIwODE@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.1,Black Holes,374
"A Shakespearian dog, tired of being a pie-in-the-face looney tune, quits Warner Brothers to study dramatic acting and goes to his country house to practice the bard. He finds that two polite twin gophers have taken over his abode and angrily throws them out. They retaliate by violently heckling him in comical accordance with his Shakespeare speeches.","https://m.media-amazon.com/images/M/MV5BMjk0OTRiYzQtMjE1MS00NTk2LWJiYmEtNDM4ODFhMmEwZjNjXkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.7,A Ham in a Role,329
Three aliens come to Earth to discover the true meaning of Christmas.,"https://m.media-amazon.com/images/M/MV5BMjE1NzY2NDM5NF5BMl5BanBnXkFtZTgwMzcxNTc1MzE@._V1_QL75_UX190_CR0,3,190,281_.jpg",6.8,A Cosmic Christmas,204
"The year is 2314, two years after Setsuna F. Seiei defeated the Innovator Ribbons Almark. The world is starting to move toward peace, and other people around the world are beginning to Innovate. However, an abandoned probe which went on an expedition to Jupiter 130 years ago suddenly returns to Earth, though there appears to not carry any sign of life aboard. Soon aft...","https://m.media-amazon.com/images/M/MV5BYjg4MjY4ZGEtOTc3OS00ODRlLWE4MzUtNjVkYTdmMzdjZTM4XkEyXkFqcGdeQXVyNjIzMzc0NDQ@._V1_QL75_UY281_CR7,0,190,281_.jpg",6.9,Gekijouban Kidou senshi Gandamu 00: A wakening of the trailblazer,541
"Frankie Pamplemousse, an energetic 8-year-old girl, lives in Anytown with her four talking, extraordinary hamsters; Pipsqueak, Mr. Squiggles, Num Nums, and Chunk.","https://m.media-amazon.com/images/M/MV5BYzEyMWQ0MjYtMWQ1Yi00ZmRmLTkzYzAtYjc0Nzg0ZDEwNmI4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ4Mzc0NDU@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.0,The ZhuZhus,65
A human orphan raised by the Faire Folke becomes the benefactor of all human children.,"https://m.media-amazon.com/images/M/MV5BMTQ5NTg4NTQ5NF5BMl5BanBnXkFtZTcwMjE3NzMyMQ@@._V1_QL75_UX190_CR0,19,190,281_.jpg",7.0,The Life & Adventures of Santa Claus,490
"Yoshino Hide, known as Hideyoshi to her friends, is a typical middle-school student, until she's thrown into another world. This new world is just like the Sengoku period of Japan, except one big difference: There are no men.","https://m.media-amazon.com/images/M/MV5BNzBhM2ZlYWMtNmQyMy00MGE4LWI0NTAtMDEyYmI5ZjJlOTFhXkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UX190_CR0,2,190,281_.jpg",6.2,Sengoku Otome: Momoiro Paradokkusu,62
"Several animated stories from ""Metamorphoses"", Roman poet Ovid's narrative of legends, are presented.","https://m.media-amazon.com/images/M/MV5BMTYwNDk0MjY4MV5BMl5BanBnXkFtZTYwOTY1MTk5._V1_QL75_UX190_CR0,4,190,281_.jpg",6.6,Metamorphoses,147
"Blazing Dragons is the story of the epic adventures of knights and dragons-from the point-of-view of the dragons. Blazing Dragons tells us what really happened in the age of chivalry; how gallant, generous dragons took on the brutal, greedy humans knights to rescue damsels in distress, save the peasants from oppression and generally make the world a much more entertai...","https://m.media-amazon.com/images/M/MV5BODE1YzdkMWQtODIyNy00NjljLTgzY2MtZjJhYmQ4MjFiNzE4L2ltYWdlXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UX190_CR0,9,190,281_.jpg",7.5,Blazing Dragons,68
"Crowdfunded mini-series featuring the return of the clay character Morph, who originally featured in a programme called Take Hart (1977), where he lived on the desk of the artist and presenter Tony Hart.","https://m.media-amazon.com/images/M/MV5BMjI5MDUyNTQxOV5BMl5BanBnXkFtZTgwNzg1MDcyOTE@._V1_QL75_UY281_CR93,0,190,281_.jpg",7.6,Morph,45
"Escape from Cluster Prime is a one-hour animated television special produced by Frederator Studios on Nickelodeon. It features the characters from the Nickelodeon animated television series, My Life as a Teenage Robot.","https://m.media-amazon.com/images/M/MV5BNDk2ZjM4YjEtNTIyYi00M2RhLTgxODAtNTI1NmVjOGVmNDZlXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg",8.5,Escape from Cluster Prime,74
Bugs arrives in the desert to find Elmer prospecting for gold. Fudd is finally driven to pull his own gold tooth.,"https://m.media-amazon.com/images/M/MV5BYmJjY2MwNDktMDY5Yi00YjUwLWFmMjItYTRkNjRhNDVjMjM2XkEyXkFqcGdeQXVyNjc2NTQzMjU@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4,The Wacky Wabbit,964
"The story of Hantsuki focuses on the budding relationship between the seventeen year old Yuichi Ezaki and Rika Akiba. They are hospitalized in Yuichi's home town for their conditions. Yuichi has hepatitis A, while Rika has problems with a weak heart valve. These teens then fall in love while they spend time with one another.","https://m.media-amazon.com/images/M/MV5BNWYwYzZmOWMtNGRmYy00ZDRlLWJhNDAtYjIzNzg2ZTgyMzJiXkEyXkFqcGdeQXVyMjc4OTQ1OTA@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.9,Hanbun no tsuki ga noboru sora,161
"Maruo Eiichirou (Ei-Chan), a first year honor student, one day decides he's unhappy with the way things are and lacks exercise. He finds a flyer for the Tennis Club and decides to check it out. He's instantly captivated by it. With no prior experience and poor physical conditioning, join Ei-Chan as he embarks on a tennis journey using his smarts, dedication, and work ...","https://m.media-amazon.com/images/M/MV5BYTg0YjZiM2QtOTE3Yy00OTZmLWFiMjItYjcyMWIxMzdmZjhjXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR9,0,190,281_.jpg",7.8,Beibî suteppu,340
"Ken is backstabbed by Shin (Fist of The South Star) who kidnapped his love, and claimed Kens powers to stop conflict . So Ken now almost dead , goes through the post apocalyptic wasteland to learn to fight for the innocent ,and reclaim his title as the legendary fighter .","https://m.media-amazon.com/images/M/MV5BNDhkNzM5MTItNDAwNC00Y2I4LTkyMWYtMjk0NzFiZGNiMmU4XkEyXkFqcGdeQXVyNjc1ODU3OTE@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.9,Shin Kyûseishu densetsu Hokuto no Ken - Kenshirô den,380
"Following World War V, a global-scale conflict fought with non-nuclear weapons that almost halved the earth's population, the city-nation of Olympus stands as a beacon of hope in a world of chaos.","https://m.media-amazon.com/images/M/MV5BNmM0NmY2Y2MtNDhkMC00ODY3LTk0YjQtNzVjZDE0ODg3YzkwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.5,Appurushîdo XIII,327
"The ""fearless warrior"" of the poem is a very small child whose pants keep falling down. He tries to shoot a grasshopper with his arrow, but the grasshopper spits in his eye. He tries to shoot a bunny rabbit, but the rabbit is too cute and pathetic. He tracks a bear, and runs after its cub and right into the mother. But the rest of the animals, thankful for him saving ...","https://m.media-amazon.com/images/M/MV5BNjEzNDBiMTctYTNhOC00ZjEwLWE4ZmEtMTE2YzI3ZTY4ZGYzXkEyXkFqcGdeQXVyNjYwMjkwMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.0,Little Hiawatha,653
An ex-Texas Ranger fights injustice in the Old West.,"https://m.media-amazon.com/images/M/MV5BMTgxNjg5ZGEtMDg0Yy00N2FiLTliMmMtMmI2NzBjOGFiYjk1XkEyXkFqcGdeQXVyMTE4MDYwNTc@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.7,The Lone Ranger,115
Thomas tries to solve the mystery of the Little Green Engine at the Blue Mountain Quary.,"https://m.media-amazon.com/images/M/MV5BOTI0MjQxNDg2Ml5BMl5BanBnXkFtZTgwNzYyNTAxMzE@._V1_QL75_UY281_CR11,0,190,281_.jpg",6.6,Thomas & Friends: Blue Mountain Mystery,235
"A songwriter in love with his demanding boss's secretary enters an alternate, wacky world where a much-needed hit tune may be created from his heart.","https://m.media-amazon.com/images/M/MV5BNTQyMTVlNjAtMjhkNS00NjM4LWJjNWYtZmQ2MDUyNThkMzFiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.0,The Tune,891
Videogame adaptation of the Dreamworks film. Both are adapted from the famous comic strip.,"https://m.media-amazon.com/images/M/MV5BMTU3YTcwNTMtNDA3NC00ZGNhLTg0OTItNGJjMDg0ZDJhZDBjXkEyXkFqcGdeQXVyNjYwMzk3NDM@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.6,Over the Hedge,522
Adventures of Cheburashka and Crocodile Gena continues.,"https://m.media-amazon.com/images/M/MV5BOGE0NTUxZjMtNmQwYi00YjAyLWFmZjEtNTllOTA3OGMxNjdjXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_QL75_UX190_CR0,7,190,281_.jpg",8.0,Cheburashka,2.3K
A bold and colorful retelling of the classic tale of the not-so-bright little chicken's encounter with an acorn and gravity. Crazy-eyed Chicken and all his panicked friends run away from the sky and right into an eye-catching surprise.,"https://m.media-amazon.com/images/M/MV5BOGIxYTgxYzUtNTYxNi00OTU5LWFmYjEtYmU1ODlhY2ZiZGM0XkEyXkFqcGdeQXVyNTU3MTY2Mg@@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4,Chicken Little,818
This anime based on the Grimm Brothers' most famous fairy tale considerably expands Snow White's story. Enjoy this fairytale fantasy.,"https://m.media-amazon.com/images/M/MV5BMGZhMDgxYjctNzIxNi00NmUxLThjNGMtNzE3MmZkMWYyZDA2XkEyXkFqcGdeQXVyMzQ4MDczNzQ@._V1_QL75_UY281_CR2,0,190,281_.jpg",7.1,Shirayuki-hime no densetsu,86
"In a time when Native American legends were a part of daily life, the 10 year celebration of the first people's release from the giant clamshell is in jeopardy as a storm destroys the village, the animals revolt and the chief falls under a dark spell.","https://m.media-amazon.com/images/M/MV5BMTgwNzAwNjEwM15BMl5BanBnXkFtZTgwMzA2NTcxOTE@._V1_QL75_UY281_CR11,0,190,281_.jpg",4.6,Raven Tales: The Movie,15
"Gallavants are ants living in a their own fairy-tale land, Ganteville. The little ones have to go to school in preparation of their adult life as working ants. However, one pupil thinks he doesn't need to take lessons in order to find his destination in life. He has to learn the hard way...","https://m.media-amazon.com/images/M/MV5BMTc2ODExMTA5MF5BMl5BanBnXkFtZTcwOTc3MTcyMQ@@._V1_QL75_UX190_CR0,25,190,281_.jpg",6.3,Gallavants,131
"Ren and Stimpy, on the streets starving, are captured by the dog catcher. They end up in the pound and become frightened when one of the dogs tells them of the ""big sleep"".","https://m.media-amazon.com/images/M/MV5BM2E0YzllMDAtZjRmZC00MWE4LTk0YzMtOTYzMWEwZjI0OGI1XkEyXkFqcGdeQXVyMzUwMTgwMw@@._V1_QL75_UY281_CR93,0,190,281_.jpg",8.1,Big House Blues,199
"A guy equipped with the latest model of bionic power arm gets a map and a mysterious ball from a clandestine dealer, and begins the search for a treasure that is hidden inside an abandoned tower in the desert.","https://m.media-amazon.com/images/M/MV5BZGQ1YzI1MDEtN2U0OC00NjQzLTk4ZDgtNjY2ZmE3NjY4ZTI4XkEyXkFqcGdeQXVyMTM2MzAwOA@@._V1_QL75_UX190_CR0,5,190,281_.jpg",7.0,X-Story,80
"The high school students in Kimi to Boku. consider their school life to be anything but exciting. A repetitive journey through classes, arguments, and orientations for future careers that seem way too distant. But with the right group of friends, time can be made to move a little faster. Four high school boys, who have known each other since childhood, hang out togeth...","https://m.media-amazon.com/images/M/MV5BMDIyZTk4ZDMtZjE5My00MzY2LTljMzEtNWZmOGVkNjQyODQ5XkEyXkFqcGdeQXVyNTY0NDkzNDc@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4,Kimi to Boku,74
"In search of the mythical Animal Island, two unlikely companions--a tender cow, and her dear friend, an optimistic tomcat--summon up the courage to flee from the once-peaceful farm where they used to live, to finally be happy and free.","https://m.media-amazon.com/images/M/MV5BM2MyNzhkZDItMzEzYi00OGY4LWJkNDgtMjVjOTc0NGY1MzBmXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_QL75_UY281_CR2,0,190,281_.jpg",7.6,"A Cow, a Cat and the Ocean",9
"Sweet little cartoon about big sister Stella and her little brother Sam set in an adorable world of imagination . The cute duo set off on all sorts of imaginative adventures in their own backyard whilst caring for each other and meeting friends along the way. My 3 & 5 year old love it, and it's one of the rare toddler audience cartoons I don't mind having to watch, ev...","https://m.media-amazon.com/images/M/MV5BMjQyMjg0NDYwMl5BMl5BanBnXkFtZTgwNDAzOTc1NDE@._V1_QL75_UY281_CR72,0,190,281_.jpg",8.2,Stella and Sam,88
"Pickle the adrenaline-junkie bunny, Merl the safety-conscious squirrel, and Gull the naïve but loving seagull find themselves in ridiculously dangerous-and always hilarious!-situations whenever they try to go about their daily life.","https://m.media-amazon.com/images/M/MV5BMTUzOTQxNDUxOF5BMl5BanBnXkFtZTgwOTcwODUzNDE@._V1_QL75_UY281_CR15,0,190,281_.jpg",5.0,Endangered Species,51
Cartoon adaptation of Robert Louis Stevenson's most famous adventure novel.,"https://m.media-amazon.com/images/M/MV5BZDU4OThmMWUtMDgyYS00ZDMxLWIzNjctNGZkOGQxNjcwNjFhXkEyXkFqcGdeQXVyNjUzMjMzNTY@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.3,Ostrov Sokrovishch,3.1K
"Earth's defence forces are engaged in a losing battle with the evil Darkon. A ship plummets to Earth and explodes, and out walks a stranger, unscathed, but suffering from amnesia. In his possession is a Tekno crystal, which he can use to transform himself into Teknoman, an unstoppable fighting machine. As the war turns in their favour, they learn that Darkon is breedi...","https://m.media-amazon.com/images/M/MV5BNmUwZWVjNjctNTQ2ZS00ZDExLTk5ZGQtYWE5ZWRlNWRhMzgxXkEyXkFqcGdeQXVyMTA3NTQwNDU4._V1_QL75_UY281_CR12,0,190,281_.jpg",8.1,Uchû no kishi Tekkaman Burêdo,389
"Based on a table-top roleplaying session involving Gen Urobuchi (Psycho-Pass, Fate/Zero), Ryohgo Narita (Baccano!, Durarara!!), Kinoko Nasu (Kara no Ky&#x14D;kai, Tsukihime) and more, Chaos Dragon tells the story of two countries locked in a never-ending war. In the middle of this chaos lies Nil Kamui, an island country that lost its independence after a guardian god ...","https://m.media-amazon.com/images/M/MV5BNzQxYzliZmItOTNkNi00NjgwLTljOWItODgzNjgyZDg2NmViXkEyXkFqcGdeQXVyNjIyNDgwMzM@._V1_QL75_UY281_CR2,0,190,281_.jpg",4.1,Chaos Dragon: Sekiryuu Sen'eki,106
"5th grader Koh Kitamura lives next door to the Tsukishima family, owners of a batting cage and the Clover cafe. His girlfriend, Wakaba, is the 2nd Tsukishima daughter; the 3rd daughter, the baseball prodigy Aoba, can't stand him. Wakaba dreams of Koh pitching at legendary Koshien Stadium, site of the national high school championship finals. However, tragedy strikes, ...","https://m.media-amazon.com/images/M/MV5BMmIzZTY5MWYtNDQzMC00NWFhLWI3MzUtYjMzMWQ5ODAyYWFmXkEyXkFqcGdeQXVyMjgzNDQyMjE@._V1_QL75_UY281_CR15,0,190,281_.jpg",8.2,Kurosu gêmu,423
An elderly woman escapes her mundane reality through her dreams while her great-nephew helps reconnect her to what she's really missing.,"https://m.media-amazon.com/images/M/MV5BOWNhNWYyMmItNTdhZC00YmU4LWEzYzctOWY4ZGRhMDhmYjI5XkEyXkFqcGdeQXVyNTI1NDUyMDg@._V1_QL75_UX190_CR0,6,190,281_.jpg",8.8,She Dreams at Sunrise,5
"Taking place after I Yabba-Dabba Do! (1993), the Flintstones and the Rubbles find out their children, Pebbles and Bamm Bamm, are soon-to-become parents.","https://m.media-amazon.com/images/M/MV5BNjlhZmI2MmItZDJkYy00ZWIxLWI5MWQtNjU2NmFiNzk3OTAwXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.7,Hollyrock-a-Bye Baby,336
"The protagonists live on a planet called Vega, while most of the antagonists originate from its ""sister planet"", Altair. The main character, Amata Sora, a young man that has kept his ability to fly a secret since youth, meets a girl named Mikono Suzushiro, and they become fast friends. However, invaders from Altair begin large-scale attacks against Vega, forcing Amata...","https://m.media-amazon.com/images/M/MV5BNTYxNzA3MzUtMjgyMi00MmZkLThlYmMtOWZmYzU1Zjg0NmJmXkEyXkFqcGdeQXVyMjc4OTQ1OTA@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.9,Aquarion EVOL,124
Shuriken School follows the extraordinary adventures of 10 year old hero Eizan Kaburagi and his friends during their first year at an under-funded ninja school.,"https://m.media-amazon.com/images/M/MV5BMjA4OTY1ODQxOV5BMl5BanBnXkFtZTcwODcyNTE0MQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.1,Shuriken School,291
"The climbing of an immense staircase made up of the most varied stairs. Symbolic scenes occur on different levels where characters seem to be prisoners of their deeds and of their own folly. Attacks, explosions, maniacal and despairing searching, objects which independently move, walls, floors and ceilings which form and disperse. The steep staircase leads little by l...","https://m.media-amazon.com/images/M/MV5BMTAxMzk1NDMtOTc3My00OTA1LThmZTAtMTg0ZTBlNGQ2MWQ5XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.4,L'ange,503
"A bird-themed superhero team fights against the menace of Galactor, a technologically advanced terrorist organization.","https://m.media-amazon.com/images/M/MV5BMDIxMzg4NWItMDI3ZS00ZGViLTk5YjEtYTk2MmRkODA0MjViXkEyXkFqcGdeQXVyMTEwNDU1MzEy._V1_QL75_UY281_CR39,0,190,281_.jpg",7.2,Kagaku ninja tai Gatchaman,133
Mickey seeks shelter from a storm in a house that turns out to be haunted. The skeletons command him to play the organ; they dance and play along.,"https://m.media-amazon.com/images/M/MV5BNjEzYjIxMjQtNTgxOC00YzFhLWI0NTgtYTY0ZjYyOTg2NTRmXkEyXkFqcGdeQXVyNjMxODMyODU@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.1,The Haunted House,1.2K
"""Space Dog"" is the adaptation of the successful video game for tablets and smartphone.","https://m.media-amazon.com/images/M/MV5BOWNlYmMxMmEtNmEwMi00NTYyLWE2NGEtNGZlMTZlMGUyNzQ2XkEyXkFqcGdeQXVyNjM2NDIwMzQ@._V1_QL75_UX190_CR0,3,190,281_.jpg",6.4,Paf le Chien,70
"Late night USA Network program that showed B-movies, rock videos, and offbeat shorts.","https://m.media-amazon.com/images/M/MV5BN2Y5OTFlOGEtNjc0Ni00MmNiLWIxMGMtN2Y4MzgxMDMyODQ1XkEyXkFqcGdeQXVyMzYyODU2NTU@._V1_QL75_UY281_CR11,0,190,281_.jpg",8.4,Night Flight,241
"Long ago, a Dark Lord from another world named The Shadow Master (SM) invaded the Lion Kingdom in order to claim the three most powerful Lion Crystals. Luckily, they were hidden ages ago and the King and Queen hid the map away along with their newborn son Paddle Pop. Unfortunately 16 years later, SM found Paddle Pop in his hidden jungle home and took the map from him....","https://m.media-amazon.com/images/M/MV5BNDM3NzE1ODktNDY1My00YWJlLWFmNjQtZDE5MGEzZGEwZjRiXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_QL75_UX380_CR0,36,380,214_.jpg",5.7,Paddle Pop Adventures,35
"Yomi Takeda was a pro pitcher of her school's team in junior high. However, she was the only ace in her club and other club's players could never catch up with Yomi, hence Yomi quits baseball, graduates from junior high and enrolls at Shin Koshigaya High School. At Shin Koshigaya, Yomi meets her childhood friend Tamaki, who is also a skilled baseball player, as well a...","https://m.media-amazon.com/images/M/MV5BMGI2OTNiZjUtMTE1OS00MTZhLWJjNjEtODYwOGE1ZWZmZDM5XkEyXkFqcGdeQXVyMTEzOTk4Mzkw._V1_QL75_UX190_CR0,2,190,281_.jpg",6.3,Tamayomi: The Baseball Girls,48
Non-official parody of the anime Attack on Titan.,"https://m.media-amazon.com/images/M/MV5BOGRlNTFmNjItYzEwZS00Mjg4LThiYWQtMDFjYjUxNTBlNTAxXkEyXkFqcGdeQXVyNjMxNzQ2NTQ@._V1_QL75_UY281_CR155,0,190,281_.jpg",7.6,Attack on Titan Abridged,424
"In a Scottish town in 1974, factory workers refuse to carry out repairs on warplane engines in an act of solidarity against the violent military coup in Chile. Four years pass before the engines, left to rust in factory yard, mysteriously disappear in the middle of the night.","https://m.media-amazon.com/images/M/MV5BYTQwNjk2MzItZTlmNS00NWI3LWJlMTctMWM0MDE3Nzg0ZTMyXkEyXkFqcGdeQXVyNjgxNDg5NjM@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.5,Nae Pasaran,283
Launches gamers into a third-person action-adventure as a Viking hero where they must embark upon an epic quest to become the ultimate dragon trainer.,"https://m.media-amazon.com/images/M/MV5BNDY2NjI4NjkwN15BMl5BanBnXkFtZTcwNDA2NzcyMw@@._V1_QL75_UY281_CR5,0,190,281_.jpg",8.2,How to Train Your Dragon,712
"Scientist Dr. Arthur Bindlebeep is the head of the family and a high school teacher. He and his wife, Norma, try to be model parents while learning a few things from their three children: 16-year-old Angie, 12-year-old Roy and 6-year-old Katherine and their dog Guinness. At the same time, Arthur's own parents, Lester and Louise, still have some lessons for him.","https://m.media-amazon.com/images/M/MV5BMTYyMDQ1OTAzM15BMl5BanBnXkFtZTgwNTYzODkwMzE@._V1_QL75_UY281_CR93,0,190,281_.jpg",5.1,Fatherhood,92
"The series is set in a fictional galaxy comprising countless moons that are beset by an enigmatic black miasma that destroys everything in its path. These moons are protected by children called Moonflowers, who use their emotional states to activate magical ""treasures"" that are supplied by an infantile being named Little Dreamer; the treasures can then be planted to g...","https://m.media-amazon.com/images/M/MV5BMmMzMWM2NjItYjQzNi00NzE3LWIzYWEtNGMyMjQ0NTFmZTkwXkEyXkFqcGdeQXVyNjM2NDIwMzQ@._V1_QL75_UX190_CR0,3,190,281_.jpg",8.2,Hanazuki: Full of Treasures,97
"Dr. Raichi, a survivor of the Tuffle race that was eliminated from Planet Vegeta by the Saiyans, is trying to take revenge on the surviving Saiyans by killing them and Earth's population. Goku, Gohan, Piccolo, Trunks, and Vegeta must find and destroy generators emitting deadly Destron Gas before all life on Earth is extinguished, then find Raichi and stop him.","https://m.media-amazon.com/images/M/MV5BZWFmM2NlMzAtZTNiMS00NWZlLTg4OTUtYzk5Y2JjMjkzN2QyXkEyXkFqcGdeQXVyNjMxNzQ2NTQ@._V1_QL75_UX190_CR0,12,190,281_.jpg",7.0,Dragon Ball Z Gaiden: Saiya-jin Zetsumetsu Keikaku,1.2K
"Because of a bet, Werner and his friend have to construct the fastest vehicle to win a race, because life depends on it.","https://m.media-amazon.com/images/M/MV5BMTI1NzYyMzE4NV5BMl5BanBnXkFtZTcwOTUwNDEyMQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",5.6,Werner - Das muss kesseln!!!,3.1K
"The Cat in the Hat takes Nick and Sally on a Halloween ride filled with howlers and shockers and scary fandangles, big laughs and music and fun from all angles. Their fright-filled adventure takes them deep into the.","https://m.media-amazon.com/images/M/MV5BMTIzMjkxNzEtZTk1OS00MzJmLWE3ZDItNjFhNzMyNTg0ZGQ1XkEyXkFqcGdeQXVyMDAwMDE2NA@@._V1_QL75_UY281_CR6,0,190,281_.jpg",6.4,The Cat in the Hat Knows a Lot About Halloween!,37
A young boy who loves to draw and build ferris wheels encounters strange creatures that turn his life upside down.,"https://m.media-amazon.com/images/M/MV5BYTU2ZmU3YTEtOTMyNC00ZWE4LWFmZjItZjQ4ZWU0MTQ3MmFjXkEyXkFqcGdeQXVyNDUyMjMyNDM@._V1_QL75_UX190_CR0,3,190,281_.jpg",7.4,La Noria,416
"After returning home from what was supposed to be a Danish-immersion camp, Larry the Cucumber meets up with Bob the Tomato for a series of sketches dealing with self-esteem, along with a Silly Song segment. In the first, ""The Strange Case of Dr. Jiggle and Mr. Sly,"" Scooter the Carrot and Larry investigate the appearances of a flashy, disco-dancing gourd in the dark s...","https://m.media-amazon.com/images/M/MV5BMTU5NzY1NjI4MF5BMl5BanBnXkFtZTcwMzAxNDUyMQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.0,A Snoodle's Tale,293
"The story of Leo, the lion emperor and his family, and their struggles to protect the jungle from intruders bent on recklessly mining the a precious stone.","https://m.media-amazon.com/images/M/MV5BMjAxODk4MzcxMF5BMl5BanBnXkFtZTcwMzk4MDAyMQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.7,Janguru taitei,473
"Michelle is the 14-year-old daughter of the janitor of the PINY (the Piny Institute of New York), an elite high school that gives its wunderkinds cutting-edge instruction in fashion, design and the performing arts. Michelle has always dreamed of becoming a PINY girl. And then she gets a scholarship, completely out of the blue. Her greatest wish is about to come true. ...","https://m.media-amazon.com/images/M/MV5BNWRiZDQ4ZjItZDIyNy00OGJlLWEwZmEtZDYwMmE0NjFiZWYwXkEyXkFqcGdeQXVyNjg5NDcxODI@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.5,PINY Institute of New York,10
